id,title,authors,abstract,field,field_multi,is_AP,is_NA
2502.03027v1,The integrable nonlocal nonlinear Schrödinger equation with oscillatory boundary conditions: long-time asymptotics,Yan Rybalko; Dmitry Shepelsky; Shou-Fu Tian,"We consider the Cauchy problem for the integrable nonlocal nonlinear Schr\""odinger equation \[ \I q_{t}(x,t)+q_{xx}(x,t)+2 q^{2}(x,t)\bar{q}(-x,t)=0, \] subject to the step-like initial data: $q(x,0)\to0$ as $x\to-\infty$ and $q(x,0)\simeq Ae^{2\I Bx}$ as $x\to\infty$, where $A>0$ and $B\in\mathbb{R}$. The goal is to study the long-time asymptotic behavior of the solution of this problem assuming that $q(x,0)$ is close, in a certain spectral sense, to the ``step-like'' function $q_{0,R}(x)= \begin{cases} 0, &x\leq R,\\ Ae^{2\I Bx}, &x>R, \end{cases}$ with $R>0$. A special attention is paid to how $B\ne0$ affects the asymptotics.",AP,AP,1,0
2502.03025v1,Optimal control of the fidelity coefficient in a Cahn-Hilliard image inpainting model,Elena Beretta; Cecilia Cavaterra; Matteo Fornoni; Maurizio Grasselli,"We consider an inpainting model proposed by A. Bertozzi et al., which is based on a Cahn--Hilliard-type equation. This equation describes the evolution of an order parameter $u \in [0,1]$ representing an approximation of the original image which occupies a bounded two-dimensional domain $\Omega$. The given image $g$ is assumed to be damaged in a fixed subdomain $D \subset \Omega$ and the equation is characterized by a linear reaction term of the form $\lambda (u - g)$. Here $\lambda = \lambda_0 \chi_{\Omega \setminus D}$ is the so-called fidelity coefficient, $\lambda_0$ being a strictly positive bounded function. The idea is that, given an initial image $u_0$, $u$ evolves towards $g$ and this process properly diffuses through the boundary of $D$ restoring the damaged image, provided that $\lambda_0$ is large enough. Here, we formulate an optimal control problem based on this fact, namely our cost functional accounts for the magnitude of $\lambda_0$. Assuming a singular potential to assure that $u$ takes its values in $[0,1]$, we first analyse the control-to-state operator and prove the existence of at least one optimal control, establishing the validity of first-order optimality conditions. Then, under suitable assumptions, we demonstrate second-order optimality conditions. All these results depend on the existence and uniqueness of a strong solution, which we obtain thanks to the strict separation property from pure phases.",AP,AP,1,0
2502.02989v1,Fractal curvatures and short-time asymptotics of heat content,Anna Rozanova-Pierrat; Alexander Teplyaev; Steffen Winter; Martina Zähle,"The aim of our paper is twofold. First, we present applied mathematics results on the heat content of bounded domains with smooth boundary and with fractal boundary. Second, we discuss new findings and concepts related to fractal curvatures for domains with fractal boundary. We conjecture that fractal curvatures and their scaling exponents will emerge in the short-time heat content asymptotics of domains with fractal boundary.",AP,AP,1,0
2502.02964v2,Boundary regularity for the polyharmonic Dirichlet problem,Antoine Lemenant; Rémy Mougenot,"In this paper we prove that any solution of the $m$-polyharmonic Poisson equation in a Reifenberg-flat domain with homogeneous Dirichlet boundary condition, is $\mathscr{C}^{m-1,\alpha}$ regular up to the boundary. To achieve this result we extend the Nirenberg method of translations to operators of arbitrary order, and then use some Mosco-convergence tools developped in a previous paper.",AP,AP,1,0
2502.02882v1,Global boundedness of weak solutions to a flux-limited Keller--Segel system with superlinear production,Shohei Kohatsu,"The flux-limited Keller--Segel system \begin{align*}   \begin{cases}   u_t = \Delta u - \chi \nabla \cdot (u|\nabla v|^{p-2}\nabla v),   \\[]   v_t = \Delta v - v + u^{\theta}   \end{cases} \end{align*} is considered under homogeneous Neumann boundary conditions in a bounded domain $\Omega \subset \mathbb{R}^n$ $(n \in \mathbb{N})$. In the case that $\theta \le 1$, existence of global bounded weak solutions was established in the previous work (arXiv:2501.04370 ; to be appear in Proceedings of the conference ""Critical Phenomena in Nonlinear Partial Differential Equations, Harmonic Analysis, and Functional Inequalities.""). The purpose of this paper is to prove that global bounded weak solutions can also be constructed in the case $\theta > 1$ with a smallness condition on $p$.",AP,AP,1,0
2502.02847v1,Homogenization of the stochastic double-porosity model,Elise Bonhomme; Mitia Duerinckx; Antoine Gloria,"This work is devoted to the homogenization of elliptic equations in high-contrast media in the so-called `double-porosity' resonant regime, for which we solve two open problems of the literature in the random setting. First, we prove qualitative homogenization under very weak conditions, that cover the case of inclusions that are not uniformly bounded or separated. Second, under stronger assumptions, we provide sharp error estimates for the two-scale expansion.",AP,AP,1,0
2502.02758v1,Simultaneous reconstruction of two potentials for a nonconservative Schrödinger equation with dynamic boundary conditions,Hugo Carrllo; Alberto Mercado; Roberto Morales,"In this article, we consider an inverse problem involving the simultaneous reconstruction of two real valued potentials for a Schr\""odinger equation with mixed boundary conditions: a dynamic boundary condition of Wentzell type and a Dirichler boundary condition. The main result of this paper is a Lipschitz stability estimate for such potentials from a single measurement of the flux. This result is deduced using the Bukhgeim-Klibanov method and a suitable Carleman estimate where the weight function depends on Minkowski's functional.",AP,AP,1,0
2502.02755v1,Boundary estimates for elliptic operators in divergence form with VMO coefficients,Hongjie Dong; Seongmin Jeon,"We establish boundary regularity estimates for elliptic systems in divergence form with VMO coefficients. Additionally, we obtain nondegeneracy estimates of the Hopf-Oleinik type lemma for elliptic equations. In both cases, the moduli of continuity are expressed in terms of the $L^p$-mean oscillations of the coefficients and data.",AP,AP,1,0
2502.02745v1,Concentration on the Boundary and Sign-Changing Solutions for a Slightly Subcritical Biharmonic Problem,Salomón Alarcón; Jorge Faya; Carolina Rey,"We consider the fourth-order nonlinear elliptic problem: \begin{equation*} \begin{array}{ll}   \Delta(a(x)\Delta u) = a(x) \left\vert u \right\vert^{p-2-\epsilon} u \ \text{ in } \ \Omega,   \hspace{0.6cm} u = 0 \ \text{ on } \ \partial \Omega,   \hspace{0.6cm} \Delta u = 0 \ \text{ on } \ \partial \Omega,   \end{array}\end{equation*} where $\Omega$ is a smooth, bounded domain in $\mathbb{R}^N$ with $N \geq 5$. Here, $p := \frac{2N}{N-4}$ is the Sobolev critical exponent for the embedding $H^2 \cap H_0^1(\Omega) \hookrightarrow L^p(\Omega)$, and $a \in C^2(\overline{\Omega})$ is a strictly positive function on $\overline{\Omega}$.   We establish sufficient conditions on the function $a$ and the domain $\Omega$ for this problem to admit both positive and sign-changing solutions with an explicit asymptotic profile. These solutions concentrate and blow up at a point on the boundary $\partial \Omega$ as $\epsilon \to 0$. The proofs of the main results rely on the Lyapunov-Schmidt finite-dimensional reduction method.",AP,AP,1,0
2502.02718v1,Parametric Reduced Order Models for the Generalized Kuramoto--Sivashinsky Equations,Md Rezwan Bin Mizan; Maxim Olshanskii; Ilya Timofeyev,"The paper studies parametric Reduced Order Models (ROMs) for the Kuramoto--Sivashinsky (KS) and generalized Kuramoto--Sivashinsky (gKS) equations. We consider several POD and POD-DEIM projection ROMs with various strategies for parameter sampling and snapshot collection. The aim is to identify an approach for constructing a ROM that is efficient across a range of parameters, encompassing several regimes exhibited by the KS and gKS solutions: weakly chaotic, transitional, and quasi-periodic dynamics. We describe such an approach and demonstrate that it is essential to develop ROMs that adequately represent the short-time transient behavior of the gKS model.",AP_NA,AP;NA,1,1
2502.02678v1,"Arbitrary Polynomial Decay Rates of Neutral, Collisionless Plasmas",Grace Mattingly; Stephen Pankavich; Jonathan Ben-Artzi,"A multispecies, collisionless plasma is modeled by the Vlasov-Poisson system. Assuming the plasma is neutral and the electric field decays with sufficient rapidity as $t \to\infty$, we show that solutions can be constructed with arbitrarily fast, polynomial rates of decay, depending upon the properties of the limiting spatial average and its derivatives. In doing so, we establish, for the first time, a countably infinite number of asymptotic profiles for the charge density, electric field, and their derivatives, each of which is necessarily realized by a sufficiently smooth solution and exceeds the established dispersive decay rates. Finally, in each case we establish a linear $L^\infty$ scattering result for every particle distribution function, namely we show that they converge as $t \to \infty$ along the transported spatial characteristics at increasingly faster rates.",AP,AP,1,0
2502.02566v1,Tail bounds for the Dyson series of random Schrödinger equations,Adam Black; Reuben Drogin; Felipe Hernández,"We study Schr\""odinger equations on $\mathbb{Z}^d$ and $\mathbb{R}^d$, $d\geq 2$ with random potentials of strength $\lambda$. Our main result gives tail bounds for the terms of the Dyson series that are effective at time scales on the order of $\lambda^{-2+\varepsilon}$. As corollaries, we obtain estimates on the frequency localization and spatial delocalization of approximate eigenfunctions in the spirit of works by Schlag-Shubin-Wolff and T. Chen. These estimates also apply to Floquet states associated to time-periodic potentials. Our proof is elementary in that we use neither sophisticated harmonic analysis nor diagrammatic arguments. Instead, we use only the noncommutative Khintchine inequality from random matrix theory combined with pointwise dispersive estimates for the free Schr\""odinger equation.",AP,AP,1,0
2502.02511v1,$\mathcal{H}^{1}$ and $\mathrm{bmo}$ regularity for wave equations with rough coefficients,Naijia Liu; Jan Rozendaal; Liang Song,"We consider second-order hyperbolic equations with rough time-independent coefficients. Our main result is that such equations are well posed on the Hardy space $\mathcal{H}^{s,1}_{FIO}(\mathbb{R}^{n})$ for Fourier integral operators if the coefficients have $C^{1,1}\cap C^{r}$ regularity in space, for $r>\frac{n+1}{2}$, where $s$ ranges over an $r$-dependent interval. As a corollary, we obtain the sharp fixed-time $\mathcal{H}^{1}(\mathbb{R}^{n})$ and $\mathrm{bmo}(\mathbb{R}^{n})$ regularity for such equations, extending work by Seeger, Sogge and Stein in the case of smooth coefficients.",AP,AP,1,0
2502.02467v1,Multiple front and pulse solutions in spatially periodic systems,Lukas Bengel; Björn de Rijk,"In this paper, we develop a comprehensive mathematical toolbox for the construction and spectral stability analysis of stationary multiple front and pulse solutions to general semilinear evolution problems on the real line with spatially periodic coefficients. Starting from a collection of $N$ nondegenerate primary front solutions with matching periodic end states, we realize multifront solutions near a formal concatenation of these $N$ primary fronts, provided the distances between the front interfaces is sufficiently large. Moreover, we prove that nondegenerate primary pulses are accompanied by periodic pulse solutions of large spatial period. We show that spectral (in)stability properties of the underlying primary fronts or pulses are inherited by the bifurcating multifronts or periodic pulse solutions. The existence and spectral analyses rely on contraction-mapping arguments and Evans-function techniques, leveraging exponential dichotomies to characterize invertibility and Fredholm properties. To demonstrate the applicability of our methods, we analyze the existence and stability of multifronts and periodic pulse solutions in some benchmark models, such as the Gross-Pitaevskii equation with periodic potential and a Klausmeier reaction-diffusion-advection system, thereby identifying novel classes of (stable) solutions. In particular, our methods yield the first spectral and orbital stability result of periodic waves in the Gross-Pitaevskii equation with periodic potential, as well as new instability criteria for multipulse solutions to this equation.",AP,AP,1,0
2502.02313v2,Uniform estimates: from Yau to Kolodziej,Vincent Guedj; Chinh H. Lu,"In this note we provide a new and efficient approach to uniform estimates for solutions to complex Monge-Ampere equations, as well as for solutions to geometric PDE's that satisfy a determinantal majorization.",AP,AP,1,0
2502.02273v1,Long-time asymptotics for the $N_{\infty}$-soliton solution to the KdV equation with two types of generalized reflection coefficients,Guoqiang Zhang; Zhenya Yan,"We systematically investigate the long-time asymptotics for the $N_{\infty}$-soliton solution to the KdV equation in the different regions with the aid of the Riemann-Hilbert (RH) problems with two types of generalized reflection coefficients on the interval $\left[\eta_1, \eta_2\right]\in \mathbb{R}^+$: $r_0(\lambda,\eta_0; \beta_0, \beta_1,\beta_2)=\left(\lambda-\eta_1\right)^{\beta_1}\left(\eta_2-\lambda\right)^{\beta_2}\left|\lambda-\eta_0\right|^{\beta_0}\gamma\left(\lambda\right)$, $r_c(\lambda,\eta_0; \beta_1,\beta_2)=\left(\lambda-\eta_1\right)^{\beta_1}\left(\eta_2-\lambda\right)^{\beta_2}\chi_c\left(\lambda, \eta_0\right)\gamma \left(\lambda\right)$, where the singularity $\eta_0\in (\eta_1, \eta_2)$ and $\beta_j>-1$ ($j=0, 1, 2$), $\gamma: \left[\eta_1, \eta_2\right] \to\mathbb{R}^+$ is continuous and positive on $\left[\eta_1, \eta_2\right]$, with an analytic extension to a neighborhood of this interval, and the step-like function $\chi_c$ is defined as $\chi_c\left(\lambda,\eta_0\right)=1$ for $\lambda\in\left[\eta_1, \eta_0\right)$ and $\chi_c\left(\lambda,\eta_0\right)=c^2$ for $\lambda\in\left(\eta_0, \eta_2\right]$ with $c>0, \, c\ne1$. A critical step in the analysis of RH problems via the Deift-Zhou steepest descent technique is how to construct local parametrices around the endpoints $\eta_j$'s and the singularity $\eta_0$. Specifically, the modified Bessel functions of indexes $\beta_j$'s are utilized for the endpoints $\eta_j$'s, and the modified Bessel functions of index $\left(\beta_0\pm 1\right)\left/\right.2$ and confluent hypergeometric functions are employed around the singularity $\eta_0$ if the reflection coefficients are $r_0$ and $r_c$, respectively. This comprehensive study extends the understanding of generalized reflection coefficients and provides valuable insights into the asymptotics of soliton gases.",AP,AP,1,0
2502.02267v1,A unified framework for pointwise convergence to the initial data of heat equations in metric measure spaces,Divyang G. Bhimani; Anup Biswas; Rupak K. Dalai,"Given a metric measure space $(\mathcal{X}, d, \mu)$ satisfying the volume doubling condition, we consider a semigroup $\{S_t\}$ and the associated heat operator. We propose general conditions on the heat kernel so that the solutions of the associated heat equations attain the initial data pointwise. We demonstrate that these conditions are satisfied by a broad class of operators, including the Laplace operators perturbed by a gradient, fractional Laplacian, mixed local-nonlocal operators, Laplacian on Riemannian manifolds, Dunkl Laplacian and many more. In addition, we consider the Laplace operator in $\mathbb{R}^n$ with the Hardy potential and establish a characterization for the pointwise convergence to the initial data. We also prove similar results for the nonhomogeneous equations and showcase an application for the power-type nonlinearities.",AP,AP,1,0
2502.02264v1,One-sided measure theoretic elliptic operators and applications to SDEs driven by Gaussian white noise with atomic intensity,Alexandre B. Simas; Kelvin J. R. Sousa,"We define the operator $D^+_VD^-_W:=\Delta_{W,V}$ on the one-dimensional torus $\mathbb{T}$. Here, $W$ and $V$ are functions inducing (possibly atomic) positive Borel measures on $\mathbb{T}$, and the derivatives are generalized lateral derivatives. For the first time in this work, the space of test functions $C^{\infty}_{W,V}(\mathbb{T})$ emerges as the natural regularity space for solutions of the eigenproblem associated with $\Delta_{W,V}$. Moreover, these spaces are essential for characterizing the energetic space $H_{W,V}(\mathbb{T})$ as a Sobolev-type space. By observing that the Sobolev-type spaces $H_{W,V}(\mathbb{T})$ with additional Dirichlet conditions are reproducing kernel Hilbert spaces, we introduce the so-called $W$-Brownian bridges as mean-zero Gaussian processes with associated Cameron-Martin spaces derived from these spaces. This framework allows us to introduce $W$-Brownian motion as a Feller process with a two-parameter semigroup and c\`adl\`ag sample paths, whose jumps are subordinated to the jumps of $W$. We establish a deep connection between $W$-Brownian motion and these Sobolev-type spaces through their associated Cameron-Martin spaces. Finally, as applications of the developed theory, we demonstrate the existence and uniqueness of related deterministic and stochastic differential equations.",AP,AP,1,0
2502.02263v1,Asymptotic solution for three-dimensional reaction-diffusion-advection equation with periodic boundary conditions,Aleksei Liubavin; Mingkang Ni; Ye Zhang; Dmitrii Chaikovskii,"In this study, we investigate the dynamics of moving fronts in three-dimensional spaces, which form as a result of in-situ combustion during oil production. This phenomenon is also observed in other contexts, such as various autowave models and the propagation of acoustic waves. Our analysis involves a singularly perturbed reaction-diffusion-advection type initial-boundary value problem of a general form. We employ methods from asymptotic theory to develop an approximate smooth solution with an internal layer. Using local coordinates, we focus on the transition layer, where the solution undergoes rapid changes. Once the location of the transition layer is established, we can describe the solution across the full domain of the problem. Numerical examples are provided, demonstrating the high accuracy of the asymptotic method in predicting the behaviors of moving fronts.",AP_NA,AP;NA,1,1
2502.02261v1,Rigorous analysis of large-space and long-time asymptotics for the short-pulse soliton gases,Guoqiang Zhang; Weifang Weng; Zhenya Yan,"We rigorously analyze the asymptotics of soliton gases to the short-pulse (SP) equation. The soliton gas is formulated in terms of a RH problem, which is derived from the RH problems of the $N$-soliton solutions with $N \to \infty$. Building on prior work in the study of the KdV soliton gas and orthogonal polynomials with Jacobi-type weights, we extend the reflection coefficient to two generalized forms on the interval $\left[\eta_1, \eta_2\right]$: $r_0(\lambda) = \left(\lambda - \eta_1\right)^{\beta_1}\left(\eta_2 - \lambda\right)^{\beta_2}|\lambda - \eta_0|^{\beta_0}\gamma(\lambda)$, $r_c(\lambda) = \left(\lambda - \eta_1\right)^{\beta_1}\left(\eta_2 - \lambda\right)^{\beta_2}\chi_c(\lambda)\gamma(\lambda)$, where $0 < \eta_1 < \eta_0 < \eta_2$ and $\beta_j > -1$ ($j = 0, 1, 2$), $\gamma(\lambda)$ is continuous and positive on $\left[\eta_1, \eta_2\right]$, with an analytic extension to a neighborhood of this interval, $\chi_c(\lambda) = 1$ for $\lambda \in \left[\eta_1, \eta_0\right)$ and $\chi_c(\lambda) = c^2$ for $\lambda \in \left(\eta_0, \eta_2\right]$, where $c>0$ with $c \neq 1$. The asymptotic analysis is performed using the steepest descent method. A key aspect of the analysis is the construction of the $g$-function. To address the singularity at the origin, we introduce an innovative piecewise definition of $g$-function. To establish the order of the error term, we construct local parametrices near $\eta_j$ for $j = 1, 2$, and singularity $\eta_0$. At the endpoints, we employ the Airy parametrix and the first type of modified Bessel parametrix. At the singularity $\eta_0$, we use the second type of modified Bessel parametrix for $r_0$ and confluent hypergeometric parametrix for $r_c(\lambda)$.",AP,AP,1,0
2502.02258v2,Tollmien-Schlichting waves near neutral stable curve,Qi Chen; Di Wu; Zhifei Zhang,"In this paper, we study the linear stability of boundary layer flows over a flat plate. Tollmien, Schlichting, Lin et al. found that there exists a neutral curve, which consists of two branches: lower branch $\alpha_{low}(Re)$ and upper branch $\alpha_{up}(Re)$. Here, $\alpha$ is the wave number and $Re$ is the Reynolds number. For any $\alpha\in(\alpha_{low},\alpha_{up})$, there exist unstable modes known as Tollmien-Schlichting (T-S) waves to the linearized Navier-Stokes system. These waves play a key role during the early stage of boundary layer transition. In a breakthrough work (Duke math Jour, 165(2016)), Grenier, Guo, and Nguyen provided a rigorous construction of the unstable T-S waves. In this paper, we confirm the existence of the neutral stable curve. To achieve this, we develop a more delicate method for solving the Orr-Sommerfeld equation by borrowing some ideas from the triple-deck theory. This approach allows us to construct the T-S waves in a neighborhood of the neutral curve.",AP,AP,1,0
2502.02255v1,Dynamical versions of Morgan's Uncertainty Principle and Electromagnetic Schrödinger Evolutions,Shanlin Huang; Zhenqiang Wang,"This paper investigates the unique continuation properties of solutions of the electromagnetic Schr\""{o}dinger equation   $$   i\partial_{t}u(x,t)+(\nabla-i A)^{2}u(x,t)=V(x,t)u(x,t)\,\,\,\, \mbox{in} \,\,\,\mathbb{R}^{n}\times [0,1],   $$   where $A$ represents a time-independent magnetic vector potential and $V$ is a bounded, complex valued time-dependent potential. Given $1<p<2$ and $1/p+1/q=1$, we prove that if   \begin{equation*}   \int_{\mathbb{R}^{n}}|u(x,0)|^{2}e^{2\alpha^{p}|x|^p/p}\ d x   +\int_{\mathbb{R}^{n}}|u(x,1)|^{2}e^{2\beta^{q}|x|^q/q}\ d x   <\infty,   \end{equation*}   for some $\alpha,\beta>0$ and there exists $N_{p}>0$ such that   \begin{equation*}   \alpha\beta>N_p,   \end{equation*}   then $u\equiv 0$. These results can be interpreted as dynamical versions of the uncertainty principle of Morgan's type. Furthermore, as an application, our results extend to a large class of semi-linear Schr\""{o}dinger equations.",AP,AP,1,0
2502.02181v1,Well-posedness for the dNLS hierarchy,Joseph Adams,"We prove well-posedness for higher-order equations in the so-called dNLS hierarchy (also known as part of the Kaup-Newell hierarchy) in almost critical Fourier-Lebesgue and in modulation spaces. Leaning in on estimates proven by the author in a previous instalment Adams (2024), where a similar well-posedness theory was developed for the equations of the NLS hierarchy, we show the $j$th equation in the dNLS hierarchy is locally well-posed for initial data in $\hat H^s_r(\mathbb{R})$ for $s \ge \frac{1}{2} + \frac{j-1}{r'}$ and $1 < r \le 2$ and also in $M^s_{2, p}(\mathbb{R})$ for $s \ge \frac{j}{2}$ and $2 \le p < \infty$. Supplementing our results with corresponding ill-posedness results in Fourier-Lebesgue and modulation spaces shows optimality.   Our arguments are based on the Fourier restriction norm method in Bourgain spaces adapted to our data spaces and the gauge-transformation commonly associated with the dNLS equation. For the latter we establish bi-Lipschitz continuity between appropriate modulation spaces and that even for higher-order equations `bad' cubic nonlinear terms are lifted from the equation.",AP,AP,1,0
2502.02164v1,Conditional Speed and Shape Corrections for Travelling Wave Solutions to Stochastically Perturbed Reaction-Diffusion Systems,Mark van den Bosch; Christian H. S. Hamster; Hermen Jan Hupkes,"In this work we perform rigorous small noise expansions to study the impact of stochastic forcing on the behaviour of planar travelling wave solutions to reaction-diffusion equations on cylindrical domains. In particular, we use a stochastic freezing approach that allows effective limiting information to be extracted concerning the behaviour of the stochastic perturbations from the deterministic wave. As an application, this allows us to provide a rigorous definition for the stochastic corrections to the wave speed. In addition, our approach allows their size to be computed to any desired order in the noise strength, provided that sufficient smoothness is available.",AP,AP,1,0
2502.02162v1,New invariant surface measures for the cubic Schrödinger equation,Jean-Baptiste Casteras; Ana Bela Cruzeiro; Annie Millet,"We construct new invariant measures supported on mass level sets for the cubic defocusing nonlinear Schr\""odinger equation in dimensions $1$ and $2$.",AP,AP,1,0
2502.02146v1,Inf-sup condition for Stokes with outflow condition,Malte Braack; Thomas Richter,"The inf-sup condition is one of the essential tools in the analysis of the Stokes equations and especially in numerical analysis. In its usual form, the condition states that for every pressure $p\in L^2(\Omega)\setminus \mathbb{R}$, (i.e. with mean value zero) a velocity $u\in H^1_0(\Omega)^d$ can be found, so that $(div\,u,p)=\|p\|^2$ and $\|\nabla u\|\le c \|p\|$ applies, where $c>0$ does not depend on $u$ and $p$. However, if we consider domains that have a Neumann-type outflow condition on part of the boundary $\Gamma_N\subset\partial\Omega$, the inf-sup condition cannot be used in this form, since the pressure here comes from $L^2(\Omega)$ and does not necessarily have zero mean value. In this note, we derive the inf-sup condition for the case of outflow boundaries.",AP_NA,AP;NA,1,1
2502.02126v1,"On a Brain Tumor Growth Model with Lactate Metabolism, Viscoelastic Effects, and Tissue Damage",Giulia Cavalleri; Pierluigi Colli; Alain Miranville; Elisabetta Rocca,"In this paper, we study a nonlinearly coupled initial-boundary value problem describing the evolution of brain tumor growth including lactate metabolism. In our modeling approach, we also take into account the viscoelastic properties of the tissues as well as the reversible damage effects that could occur, possibly caused by surgery. After introducing the PDE system, coupling a Fischer-Kolmogorov type equation for the tumor phase with a reaction-diffusion equation for the lactate, a quasi-static momentum balance with nonlinear elasticity and viscosity matrices, and a nonlinear differential inclusion for the damage, we prove the existence of global in time weak solutions under reasonable assumptions on the involved functions and data. Strengthening these assumptions, we subsequently prove further regularity properties of the solutions as well as their continuous dependence with respect to the data, entailing the well-posedness of the Cauchy problem associated with the nonlinear PDE system.",AP,AP,1,0
2502.02111v1,Explicit solution for the hyperbolic homogeneous scalar one-dimensional conservation law,Didier Clamond,"A complex integral formula provides an explicit solution of the initial value problem for the nonlinear scala 1D equation $u_t+[f(u)]_x = 0$, for any flux $f(u)$ and initial condition $u_0(x)$ that are analytic. This formula is valid at least as long as $u$ remains analytic.",AP,AP,1,0
2502.02084v1,Lifespan estimate for the semilinear regular Euler-Poisson-Darboux-Tricomi equation,Yuequn Li; Fei Guo,"In this paper, we begin by establishing local well-posedness for the semilinear regular Euler-Poisson-Darboux-Tricomi equation. Subsequently, we derive a lifespan estimate with the Strauss index given by $p=p_{S}(n+\frac{\mu}{m+1}, m)$ for any $\delta>0$, where $\delta$ is a parameter to describe the interplay between damping and mass. This is achieved through the construction of a new test function derived from the Gaussian hypergeometric function and a second-order ordinary differential inequality, as proven by Zhou \cite{Zhou2014}. Additionally, we extend our analysis to prove a blow-up result with the index $p=\max\{p_{S}(n+\frac{\mu}{m+1}, m), p_{F}((m+1)n+\frac{\mu-1-\sqrt\delta}{2})\}$ by applying Kato$^{\prime}$s Lemma ( i.e., Lemma \ref{katolemma} ), specifically in the case of $\delta=1$.",AP,AP,1,0
2502.02058v1,Inversion of generalized Radon transform over symmetric $m$-tensor fields in $\mathbb{R}^n$,Anuj Abhishek; Rohit Kumar Mishra; Chandni Thakkar,"In this work, we study a set of generalized Radon transforms over symmetric $m$-tensor fields in $\mathbb{R}^n$. The longitudinal/transversal Radon transform and corresponding weighted integral transforms for symmetric $m$-tensor field are introduced. We give the kernel descriptions for the longitudinal and transversal Radon transform. Further, we also prove that a symmetric $m$-tensor field can be recovered uniquely from certain combinations of these integral transforms of the unknown tensor field. This generalizes a recent study done for the recovery of vector fields from its weighted Radon transform data to recovery of a symmetric $m$-tensor field from analogously defined weighted Radon transforms.",AP,AP,1,0
2502.02049v1,Normalized solutions to focusing Sobolev critical biharmonic Schrödinger equation with mixed dispersion,Jianlun Liu; Hong-Rui Sun; Ziheng Zhang,"This paper is concerned with the following focusing biharmonic Schr\""{o}dinger equation with mixed dispersion and Sobolev critical growth: $$ \begin{cases}   {\Delta}^2u-\Delta u-\lambda u-\mu|u|^{p-2}u-|u|^{4^*-2}u=0\ \ \mbox{in}\ \mathbb{R}^N, \\[0.1cm]   \int_{\mathbb{R}^N} u^2 dx = c, \end{cases} $$ where $N \geq 5$, $\mu,c>0$, $2<p<4^*:=\frac{2N}{N-4}$ and $\lambda \in \mathbb{R}$ is a Lagrange multiplier. For this problem, under the $L^2$-subcritical perturbation ($2<p<2+\frac{8}{N}$), we derive the existence and multiplicity of normalized solutions via the truncation technique, concentration-compactness principle and the genus theory presented by C.O. Alves et al. (Arxiv, (2021), doi: 2103.07940v2). Compared to the results of C.O. Alves et al. we obtain a more general result after removing the further assumptions given in (3.2) of their paper. In the case of $L^2$-supercritical perturbation ($2+\frac{8}{N}<p<4^*$), we explore the existence results of normalized solutions by applying the constrained variational methods and the mountain pass theorem. Moreover, we propose a novel method to address the effects of the dispersion term $\Delta u$. This approach allows us to extend the recent results obtained by X. Chang et al. (Arxiv, (2023), doi: 2305.00327v1) to the mixed dispersion situation.",AP,AP,1,0
2502.02041v1,"Nash entropy, Calabi energy and geometric regularization of singular Kähler metrics",Bin Guo; Jian Song,"We prove uniform Sobolev bounds for solutions of the Laplace equation on a general family of K\""ahler manifolds with bounded Nash entropy and Calabi energy. These estimates establish a connection to the theory of RCD spaces and provide abundant examples of RCD spaces topologically and holomorphically equivalent to projective varieties. Suppose $X$ is a normal projective variety that admits a resolution of singularities with relative nef or relative effective anti-canonical bundle. Then every admissible singular K\""ahler metric on $X$ with Ricci curvature bounded below induces a non-collapsed RCD space homeomorphic to the projective variety $X$ itself.",AP,AP,1,0
2502.01915v1,Gradient and Transport Estimates for Heat Flow on Nonconvex Domains,Karl-Theodor Sturm,"For the Neumann heat flow on nonconvex Riemannian domains $D\subset M$, we provide sharp gradient estimates and transport estimates with a novel $\sqrt t$-dependence, for instance, $$\text{Lip}( P^D_tf)\le e^{2S \, \sqrt{t/\pi}+\mathcal{O}(t)}\cdot \text{Lip} (f),$$ and we provide an equivalent characterization of the lower bound $S$ on the second fundamental form of the boundary in terms of these quantitative estimates.",AP,AP,1,0
2502.01818v1,Low regularity analysis of the Zakharov--Kuznetsov equation on $\mathbb{R} \times \mathbb{T}$,Gonzalo Cao-Labora,"We consider the Cauchy problem for the Zakharov-Kuznetsov equation in the cylinder. We improve the local wellposedness to spaces of regularity $s > 1/2$. The result is optimal in terms of the corresponding bilinear estimate or Picard iteration. Our method is based on an improvement of the understanding of the resonant set, identifying and exploiting its particular geometric properties. We also consider the problem under randomization of the initial data, in which case we obtain solutions for generic data in $H^{s}$ for some $s < 0$. To do so, we consider a novel approach based on lower regularity modifications of the classical $X^{s, b}$ spaces that allow to control concentration of mass in small sets of frequencies.",AP,AP,1,0
